ID,UserID,Department,UserRole,Connection,Timestamp,AccessLevel,AccessDuration,DeviceID,PatientID,IsAccessFail,IsSensitive,VisitDepartment,Year,Month,Day,Hour,Minute,Second,Label
164,179,4,3,0,2024-01-01 21:45:18,2,252,22,4432,0,0,4,2024,1,1,21,45,18,0
167,21,2,1,0,2024-01-02 21:08:09,1,182,185,6000,0,0,2,2024,1,2,21,8,9,0
183,68,7,2,0,2024-01-01 15:46:10,2,150,69,4107,0,0,7,2024,1,1,15,46,10,0
186,101,1,2,0,2024-01-02 02:37:36,2,198,41,10951,0,0,1,2024,1,2,2,37,36,0
188,19,9,1,0,2024-01-02 02:08:55,2,139,66,4261,0,0,9,2024,1,2,2,8,55,0
190,48,10,1,0,2024-01-03 13:24:20,1,196,170,18766,0,0,10,2024,1,3,13,24,20,0
196,99,2,2,0,2024-01-02 04:03:22,1,195,35,213,0,0,2,2024,1,2,4,3,22,0
198,194,5,3,0,2024-01-03 06:02:48,3,133,116,10594,0,1,5,2024,1,3,6,2,48,0
203,119,4,2,0,2024-01-02 03:44:16,1,172,33,36,0,0,4,2024,1,2,3,44,16,0
209,112,5,2,1,2024-01-01 15:25:45,2,260,141,18043,0,0,5,2024,1,1,15,25,45,0
215,85,5,2,0,2024-01-02 14:34:27,2,260,132,4526,0,0,5,2024,1,2,14,34,27,0
218,35,1,1,0,2024-01-03 09:54:26,2,211,23,9091,0,0,1,2024,1,3,9,54,26,0
219,72,1,2,0,2024-01-02 03:06:27,2,159,188,4315,0,0,1,2024,1,2,3,6,27,0
221,155,9,4,0,2024-01-03 03:45:09,2,176,173,4147,0,0,9,2024,1,3,3,45,9,0
223,13,5,1,0,2024-01-02 17:41:17,2,299,34,4279,0,0,10,2024,1,2,17,41,17,0
224,184,9,3,0,2024-01-01 17:31:33,2,144,33,1624,0,1,9,2024,1,1,17,31,33,1
234,64,9,2,0,2024-01-03 11:31:13,2,234,18,12685,0,0,9,2024,1,3,11,31,13,0
238,193,2,3,0,2024-01-01 00:35:00,0,151,101,5013,0,0,2,2024,1,1,0,35,0,0
240,16,4,1,0,2024-01-02 12:46:26,2,173,66,9847,0,0,4,2024,1,2,12,46,26,0
242,155,7,4,0,2024-01-01 23:44:30,2,197,89,280,0,0,7,2024,1,1,23,44,30,0
247,26,10,1,0,2024-01-03 13:42:37,2,249,163,1288,0,0,10,2024,1,3,13,42,37,0
254,20,3,1,0,2024-01-01 04:48:44,2,228,136,16368,0,0,3,2024,1,1,4,48,44,0
266,62,7,2,0,2024-01-01 03:30:28,3,200,35,7852,0,0,7,2024,1,1,3,30,28,0
272,8,4,1,0,2024-01-03 20:09:09,3,176,92,5473,0,0,4,2024,1,3,20,9,9,0
274,24,4,1,0,2024-01-03 21:35:48,2,237,54,11887,0,1,4,2024,1,3,21,35,48,0
276,67,2,2,0,2024-01-02 05:14:49,1,166,128,6357,0,0,2,2024,1,2,5,14,49,0
291,185,10,3,0,2024-01-02 23:59:16,2,239,169,6987,0,0,10,2024,1,2,23,59,16,0
294,45,10,1,0,2024-01-01 22:58:17,2,156,122,7277,0,0,10,2024,1,1,22,58,17,0
300,26,5,1,0,2024-01-02 15:17:32,2,296,143,18358,0,0,7,2024,1,2,15,17,32,0
301,162,10,0,0,2024-01-01 04:31:28,2,242,171,14246,0,0,10,2024,1,1,4,31,28,0
304,38,1,1,0,2024-01-01 13:01:05,2,224,37,5289,0,0,1,2024,1,1,13,1,5,0
307,40,1,1,0,2024-01-03 00:36:02,2,157,91,13272,0,0,1,2024,1,3,0,36,2,0
308,15,2,1,0,2024-01-02 11:30:33,2,156,159,11061,0,0,2,2024,1,2,11,30,33,0
328,110,1,2,0,2024-01-02 17:08:59,2,279,155,6075,0,0,1,2024,1,2,17,8,59,0
330,87,4,2,0,2024-01-03 03:07:01,2,158,122,17849,0,0,4,2024,1,3,3,7,1,0
331,108,7,2,0,2024-01-02 12:45:10,2,151,54,18733,0,0,7,2024,1,2,12,45,10,0
332,179,8,3,0,2024-01-03 00:35:00,2,146,155,3005,0,1,2,2024,1,3,0,35,0,0
334,173,9,3,0,2024-01-03 12:53:58,0,266,32,4743,0,1,9,2024,1,3,12,53,58,0
344,121,8,2,0,2024-01-01 11:55:04,0,191,99,8926,0,0,9,2024,1,1,11,55,4,0
345,145,3,4,0,2024-01-02 00:49:50,2,214,21,3602,0,0,3,2024,1,2,0,49,50,0
357,105,5,2,0,2024-01-02 02:02:20,2,203,174,18395,0,0,5,2024,1,2,2,2,20,0
365,34,5,1,0,2024-01-01 11:26:55,3,168,11,9889,0,0,2,2024,1,1,11,26,55,0
366,72,6,2,0,2024-01-03 06:09:04,3,267,98,2101,0,0,6,2024,1,3,6,9,4,0
367,38,7,1,0,2024-01-03 16:50:16,3,271,8,4635,0,0,7,2024,1,3,16,50,16,0
368,189,6,3,0,2024-01-02 14:39:44,2,236,30,6686,0,0,6,2024,1,2,14,39,44,0
370,181,8,3,0,2024-01-03 01:54:43,2,244,150,11056,0,0,5,2024,1,3,1,54,43,0
383,166,3,0,0,2024-01-03 23:33:26,2,230,74,2111,0,0,3,2024,1,3,23,33,26,0
396,15,7,1,0,2024-01-01 13:29:54,2,152,189,19062,0,1,7,2024,1,1,13,29,54,0
402,119,7,2,0,2024-01-03 02:17:00,1,248,122,16227,0,0,7,2024,1,3,2,17,0,0
413,172,6,3,0,2024-01-01 21:58:18,2,170,125,9547,0,1,6,2024,1,1,21,58,18,0
424,43,10,1,0,2024-01-01 06:25:54,2,289,97,16630,0,0,10,2024,1,1,6,25,54,0
428,107,10,2,0,2024-01-01 14:43:47,1,238,128,15538,0,0,10,2024,1,1,14,43,47,0
436,171,6,3,0,2024-01-01 10:08:02,2,189,20,10985,0,0,6,2024,1,1,10,8,2,0
437,170,8,0,0,2024-01-02 09:19:31,2,249,172,18063,0,0,7,2024,1,2,9,19,31,0
441,46,8,1,0,2024-01-01 04:26:37,3,149,20,12194,0,0,8,2024,1,1,4,26,37,0
453,177,1,3,0,2024-01-01 12:41:40,2,179,157,8289,0,0,1,2024,1,1,12,41,40,0
458,6,8,1,0,2024-01-01 23:52:55,2,129,109,13430,0,0,8,2024,1,1,23,52,55,0
462,84,6,2,0,2024-01-01 11:08:34,2,144,136,7699,0,0,6,2024,1,1,11,8,34,0
466,118,9,2,0,2024-01-02 14:50:50,2,124,46,18213,0,0,9,2024,1,2,14,50,50,0
472,58,6,2,0,2024-01-03 01:32:37,3,297,139,16650,0,0,6,2024,1,3,1,32,37,0
475,104,1,2,0,2024-01-02 06:33:19,2,268,167,1424,0,0,1,2024,1,2,6,33,19,0
494,119,5,2,0,2024-01-01 01:42:16,2,297,133,11252,0,0,2,2024,1,1,1,42,16,0
496,75,2,2,0,2024-01-03 16:04:05,2,233,75,10356,0,0,2,2024,1,3,16,4,5,0
498,3,5,1,0,2024-01-02 10:47:47,3,151,9,5375,0,0,5,2024,1,2,10,47,47,0
506,115,6,2,0,2024-01-02 13:22:06,2,205,55,1505,0,0,6,2024,1,2,13,22,6,0
511,115,10,2,0,2024-01-03 14:07:48,2,158,123,640,0,0,10,2024,1,3,14,7,48,0
520,32,3,1,0,2024-01-03 02:04:09,2,244,56,9664,0,0,3,2024,1,3,2,4,9,0
528,163,5,0,0,2024-01-02 05:03:43,3,177,198,8871,0,0,5,2024,1,2,5,3,43,0
529,138,8,4,0,2024-01-03 21:17:28,2,295,159,11355,0,0,4,2024,1,3,21,17,28,0
532,183,1,3,0,2024-01-02 13:13:48,2,264,129,10738,0,0,1,2024,1,2,13,13,48,0
539,52,5,2,0,2024-01-02 20:13:19,2,124,155,6658,0,0,4,2024,1,2,20,13,19,0
545,91,8,2,0,2024-01-01 12:32:35,2,199,51,316,0,0,8,2024,1,1,12,32,35,0
546,74,1,2,0,2024-01-03 06:51:22,3,189,176,2052,0,0,1,2024,1,3,6,51,22,0
549,124,7,2,0,2024-01-03 03:58:04,1,279,145,3519,0,0,7,2024,1,3,3,58,4,0
551,128,4,2,0,2024-01-01 15:45:40,2,176,97,5328,0,0,4,2024,1,1,15,45,40,0
557,60,6,2,0,2024-01-03 21:15:27,2,205,181,2785,0,0,6,2024,1,3,21,15,27,0
563,190,5,3,0,2024-01-01 10:33:32,1,273,19,14455,0,0,9,2024,1,1,10,33,32,0
568,53,4,2,0,2024-01-02 22:38:09,2,125,41,17141,0,0,4,2024,1,2,22,38,9,0
569,101,3,2,0,2024-01-03 06:04:11,2,290,186,7132,0,0,3,2024,1,3,6,4,11,0
572,138,4,4,0,2024-01-01 03:43:59,2,223,148,373,0,0,4,2024,1,1,3,43,59,0
583,26,8,1,0,2024-01-03 10:39:38,3,291,84,1999,1,1,6,2024,1,3,10,39,38,0
585,18,3,1,1,2024-01-02 05:35:50,2,275,98,13175,0,0,3,2024,1,2,5,35,50,0
587,185,1,3,0,2024-01-03 05:41:12,2,194,54,11575,0,0,1,2024,1,3,5,41,12,0
593,169,6,0,0,2024-01-01 20:15:45,2,140,121,15931,0,0,6,2024,1,1,20,15,45,0
599,105,9,2,0,2024-01-02 20:50:40,2,287,10,6191,0,0,9,2024,1,2,20,50,40,0
602,35,4,1,0,2024-01-03 15:18:16,0,182,67,8867,0,0,4,2024,1,3,15,18,16,0
603,117,4,2,0,2024-01-01 11:21:05,2,138,59,19398,0,0,4,2024,1,1,11,21,5,0
610,117,8,2,0,2024-01-02 17:05:41,2,169,109,18115,0,0,8,2024,1,2,17,5,41,0
616,65,6,2,0,2024-01-01 13:54:50,2,139,155,409,0,0,6,2024,1,1,13,54,50,0
617,160,6,4,0,2024-01-01 10:32:49,2,211,164,13735,0,0,6,2024,1,1,10,32,49,0
631,135,5,4,0,2024-01-02 03:57:53,2,228,56,1647,0,0,10,2024,1,2,3,57,53,0
633,15,2,1,0,2024-01-01 16:29:49,1,293,86,7748,0,0,2,2024,1,1,16,29,49,0
642,65,5,2,0,2024-01-02 13:05:48,2,282,29,16253,0,0,2,2024,1,2,13,5,48,0
643,29,6,1,0,2024-01-03 22:17:28,2,220,18,15531,0,0,6,2024,1,3,22,17,28,0
645,38,8,1,0,2024-01-01 15:05:58,2,226,34,6019,0,0,9,2024,1,1,15,5,58,0
651,121,1,2,0,2024-01-02 12:01:20,1,166,155,9834,0,0,1,2024,1,2,12,1,20,0
658,33,8,1,0,2024-01-01 09:57:05,2,170,3,16391,0,0,8,2024,1,1,9,57,5,0
663,147,1,4,0,2024-01-03 12:19:07,2,284,197,6607,0,0,1,2024,1,3,12,19,7,0
665,72,5,2,0,2024-01-03 06:50:39,2,279,70,14715,0,0,10,2024,1,3,6,50,39,0
667,106,8,2,0,2024-01-02 03:38:34,2,248,38,319,0,0,8,2024,1,2,3,38,34,0
669,176,7,3,0,2024-01-03 05:15:45,3,218,92,10776,0,0,7,2024,1,3,5,15,45,0
674,1,6,1,0,2024-01-01 21:33:23,2,124,193,4990,0,0,6,2024,1,1,21,33,23,0
684,80,5,2,0,2024-01-01 01:34:21,0,150,67,395,0,0,5,2024,1,1,1,34,21,0
689,15,8,1,0,2024-01-03 16:02:18,2,186,165,526,0,1,8,2024,1,3,16,2,18,0
694,120,3,2,0,2024-01-01 17:30:16,2,261,106,10210,0,0,3,2024,1,1,17,30,16,0
695,41,8,1,0,2024-01-01 20:48:41,2,180,3,9656,0,1,7,2024,1,1,20,48,41,0
696,23,6,1,0,2024-01-01 23:18:22,2,264,36,18077,0,0,6,2024,1,1,23,18,22,0
703,23,5,1,0,2024-01-03 01:59:51,2,129,33,18606,0,0,4,2024,1,3,1,59,51,0
705,8,7,1,0,2024-01-03 21:46:27,3,271,96,378,0,0,7,2024,1,3,21,46,27,0
719,149,6,4,0,2024-01-01 06:10:01,2,259,10,13527,1,0,6,2024,1,1,6,10,1,0
726,165,5,0,0,2024-01-01 14:28:48,2,291,182,16157,0,0,5,2024,1,1,14,28,48,0
729,79,10,2,0,2024-01-01 14:41:17,2,172,74,16399,0,0,10,2024,1,1,14,41,17,0
734,186,3,3,0,2024-01-01 13:45:28,3,294,31,13155,0,0,3,2024,1,1,13,45,28,0
752,163,3,0,0,2024-01-02 21:04:19,2,180,199,3953,0,1,3,2024,1,2,21,4,19,0
756,94,10,2,0,2024-01-02 10:08:20,3,194,9,483,0,0,10,2024,1,2,10,8,20,0
757,44,5,1,0,2024-01-03 06:04:28,2,189,76,6363,0,0,7,2024,1,3,6,4,28,0
766,41,5,1,0,2024-01-02 23:22:33,3,155,178,3687,0,1,5,2024,1,2,23,22,33,0
771,97,2,2,0,2024-01-02 17:05:32,0,248,183,18025,0,0,2,2024,1,2,17,5,32,0
780,67,5,2,0,2024-01-01 20:31:56,3,228,12,19614,0,0,5,2024,1,1,20,31,56,0
787,56,10,2,0,2024-01-01 02:30:29,2,296,59,17370,0,0,10,2024,1,1,2,30,29,0
788,5,3,1,0,2024-01-01 12:21:38,2,188,19,9887,0,0,3,2024,1,1,12,21,38,0
798,105,7,2,0,2024-01-03 02:15:55,2,128,133,17149,0,0,7,2024,1,3,2,15,55,0
805,119,2,2,0,2024-01-02 03:15:13,2,125,41,14298,0,0,2,2024,1,2,3,15,13,0
809,45,9,1,0,2024-01-03 20:54:06,2,235,28,2458,0,0,9,2024,1,3,20,54,6,0
821,65,8,2,0,2024-01-02 14:35:23,2,242,29,14437,0,0,1,2024,1,2,14,35,23,0
831,53,1,2,0,2024-01-03 00:37:21,2,160,192,19215,0,0,1,2024,1,3,0,37,21,0
832,96,5,2,0,2024-01-01 04:53:32,2,230,130,17896,0,0,1,2024,1,1,4,53,32,0
840,92,4,2,0,2024-01-01 12:46:03,0,283,96,10859,0,0,4,2024,1,1,12,46,3,0
845,42,4,1,0,2024-01-02 12:02:36,2,162,42,19402,0,0,4,2024,1,2,12,2,36,0
846,110,10,2,0,2024-01-01 10:12:01,3,287,7,11365,0,0,10,2024,1,1,10,12,1,0
853,47,9,1,0,2024-01-03 14:42:30,2,210,145,6657,0,0,9,2024,1,3,14,42,30,0
861,70,3,2,0,2024-01-01 04:19:14,3,285,28,2058,0,0,3,2024,1,1,4,19,14,0
868,161,1,0,0,2024-01-03 15:52:22,2,177,139,3587,0,1,1,2024,1,3,15,52,22,0
872,143,1,4,0,2024-01-02 06:16:47,2,284,159,1874,0,0,1,2024,1,2,6,16,47,0
883,151,2,4,0,2024-01-02 22:00:35,2,183,24,5556,0,0,2,2024,1,2,22,0,35,0
894,119,7,2,0,2024-01-02 20:53:25,2,223,72,13115,0,0,7,2024,1,2,20,53,25,0
896,112,3,2,1,2024-01-01 13:56:02,0,139,182,17227,1,0,3,2024,1,1,13,56,2,0
904,134,4,4,0,2024-01-02 14:10:46,3,190,193,1037,0,0,4,2024,1,2,14,10,46,0
905,109,4,2,0,2024-01-03 16:41:16,2,264,155,9579,0,0,4,2024,1,3,16,41,16,0
907,122,5,2,0,2024-01-02 14:50:18,2,289,141,14464,0,0,5,2024,1,2,14,50,18,0
909,45,2,1,0,2024-01-02 23:11:39,2,249,44,9406,0,1,2,2024,1,2,23,11,39,0
913,66,5,2,0,2024-01-02 22:08:30,1,180,76,17566,0,0,5,2024,1,2,22,8,30,0
919,24,8,1,0,2024-01-02 20:16:41,1,198,200,19333,0,0,8,2024,1,2,20,16,41,0
926,34,5,1,0,2024-01-03 12:14:08,2,154,104,18136,0,0,5,2024,1,3,12,14,8,0
929,179,9,3,0,2024-01-01 04:58:30,3,219,133,10095,0,1,9,2024,1,1,4,58,30,0
930,86,10,2,0,2024-01-01 17:51:42,2,218,144,12618,0,0,10,2024,1,1,17,51,42,0
932,9,8,1,0,2024-01-02 06:48:38,3,290,64,14556,0,0,6,2024,1,2,6,48,38,0
938,116,9,2,0,2024-01-03 12:36:34,2,194,56,16463,0,0,9,2024,1,3,12,36,34,0
949,126,4,2,0,2024-01-01 20:47:13,2,126,180,10580,0,0,4,2024,1,1,20,47,13,0
951,137,2,4,0,2024-01-02 01:44:04,3,282,44,13279,0,0,2,2024,1,2,1,44,4,0
954,84,1,2,0,2024-01-02 09:18:26,0,296,92,18533,0,0,1,2024,1,2,9,18,26,0
956,17,10,1,0,2024-01-03 06:46:41,2,139,113,6222,0,1,10,2024,1,3,6,46,41,0
960,120,3,2,0,2024-01-03 17:08:41,2,179,121,16450,0,0,3,2024,1,3,17,8,41,0
962,174,2,3,0,2024-01-01 04:25:33,3,201,136,19003,0,1,2,2024,1,1,4,25,33,0
970,107,7,2,0,2024-01-03 10:02:51,2,286,198,9699,0,0,7,2024,1,3,10,2,51,0
971,77,4,2,0,2024-01-03 15:39:49,1,201,170,631,0,0,4,2024,1,3,15,39,49,0
973,145,10,4,0,2024-01-01 21:06:38,1,137,23,2467,0,0,10,2024,1,1,21,6,38,0
974,108,5,2,0,2024-01-03 09:28:38,2,181,152,3681,0,0,10,2024,1,3,9,28,38,0
980,165,6,0,0,2024-01-02 13:14:52,2,181,125,193,0,0,6,2024,1,2,13,14,52,0
990,180,5,3,0,2024-01-02 06:24:50,3,238,31,11544,0,0,4,2024,1,2,6,24,50,0
991,184,5,3,0,2024-01-03 04:20:44,2,222,133,12106,0,0,10,2024,1,3,4,20,44,0
1006,84,3,2,0,2024-01-01 09:55:04,2,157,196,19645,0,0,3,2024,1,1,9,55,4,0
1009,103,5,2,0,2024-01-01 17:13:30,2,202,190,7433,0,0,8,2024,1,1,17,13,30,0
1014,76,8,2,0,2024-01-01 03:58:15,2,237,167,4959,0,0,8,2024,1,1,3,58,15,0
1016,146,5,4,0,2024-01-02 23:35:20,2,146,27,8554,0,0,8,2024,1,2,23,35,20,0
1017,144,5,4,0,2024-01-03 13:24:29,2,163,146,17866,0,0,5,2024,1,3,13,24,29,0
1022,2,7,1,0,2024-01-02 16:48:53,2,299,126,8442,0,0,7,2024,1,2,16,48,53,0
1026,19,5,1,0,2024-01-02 23:47:09,2,208,108,2824,0,0,8,2024,1,2,23,47,9,0
1044,71,8,2,0,2024-01-01 04:29:23,3,282,183,17890,0,0,8,2024,1,1,4,29,23,0
1046,151,2,4,0,2024-01-02 06:59:39,2,244,197,1308,0,0,2,2024,1,2,6,59,39,0
1048,103,5,2,0,2024-01-03 09:00:34,2,284,191,690,0,0,5,2024,1,3,9,0,34,0
1050,83,6,2,0,2024-01-01 09:33:46,2,150,98,9257,0,0,6,2024,1,1,9,33,46,0
1055,143,10,4,0,2024-01-02 21:33:09,2,213,11,3850,0,0,10,2024,1,2,21,33,9,0
1056,154,7,4,0,2024-01-03 23:12:39,2,123,186,9246,0,0,7,2024,1,3,23,12,39,0
1060,48,8,1,0,2024-01-03 15:29:36,2,200,168,13215,0,0,7,2024,1,3,15,29,36,0
1065,164,4,0,0,2024-01-01 15:24:35,2,166,17,9479,0,1,4,2024,1,1,15,24,35,0
1070,19,1,1,0,2024-01-03 01:36:54,2,245,34,12255,0,1,1,2024,1,3,1,36,54,0
1079,68,9,2,0,2024-01-02 11:48:52,1,277,197,15076,0,0,9,2024,1,2,11,48,52,0
1081,29,5,1,0,2024-01-03 00:10:36,2,294,13,17480,0,0,10,2024,1,3,0,10,36,0
1091,27,2,1,0,2024-01-02 09:40:17,0,225,109,999,0,0,2,2024,1,2,9,40,17,0
1098,78,3,2,0,2024-01-01 21:05:17,2,211,84,10080,0,0,3,2024,1,1,21,5,17,0
1104,149,4,4,0,2024-01-01 00:06:08,2,196,32,18145,0,0,4,2024,1,1,0,6,8,0
1107,96,10,2,0,2024-01-03 04:26:06,1,287,48,7959,0,0,10,2024,1,3,4,26,6,0
1117,167,10,0,0,2024-01-01 13:19:17,2,242,176,5976,0,1,10,2024,1,1,13,19,17,0
1132,160,8,4,0,2024-01-03 12:30:20,2,139,74,2780,0,0,8,2024,1,3,12,30,20,0
1133,187,3,3,0,2024-01-01 22:25:20,2,221,77,1758,0,0,3,2024,1,1,22,25,20,0
1147,150,6,4,0,2024-01-03 23:16:42,2,292,20,3419,0,0,6,2024,1,3,23,16,42,0
1155,169,7,0,0,2024-01-03 21:06:49,1,280,134,1622,0,0,7,2024,1,3,21,6,49,0
1158,154,5,4,0,2024-01-03 05:02:36,2,271,193,10636,0,0,9,2024,1,3,5,2,36,0
1165,171,8,3,0,2024-01-03 14:25:29,2,253,193,11747,0,0,7,2024,1,3,14,25,29,0
1166,127,3,2,0,2024-01-02 06:37:44,2,220,121,14122,0,0,3,2024,1,2,6,37,44,0
1169,175,8,3,0,2024-01-01 00:26:58,2,148,98,11564,0,0,7,2024,1,1,0,26,58,0
1182,54,8,2,0,2024-01-02 17:10:21,1,127,135,432,0,0,6,2024,1,2,17,10,21,0
1186,87,8,2,0,2024-01-03 06:27:25,1,232,169,14163,0,0,8,2024,1,3,6,27,25,0
1207,59,4,2,0,2024-01-02 05:08:36,1,204,196,14039,0,0,4,2024,1,2,5,8,36,0
1208,81,8,2,0,2024-01-02 02:27:11,2,253,115,1823,0,0,8,2024,1,2,2,27,11,0
1210,83,4,2,0,2024-01-03 11:35:10,2,268,114,13787,0,0,4,2024,1,3,11,35,10,0
1212,140,8,4,0,2024-01-03 11:20:53,2,169,192,6886,0,0,8,2024,1,3,11,20,53,0
1215,131,3,4,0,2024-01-03 11:12:52,2,236,141,6885,0,0,3,2024,1,3,11,12,52,0
1216,130,1,2,0,2024-01-02 15:35:32,2,177,106,6730,0,0,1,2024,1,2,15,35,32,0
1229,133,10,4,0,2024-01-03 20:48:46,2,273,91,14618,0,0,10,2024,1,3,20,48,46,0
1232,175,8,3,0,2024-01-02 06:48:15,0,193,9,11714,0,0,7,2024,1,2,6,48,15,0
1233,33,7,1,0,2024-01-03 13:55:02,2,229,159,19776,0,0,7,2024,1,3,13,55,2,0
1238,13,8,1,0,2024-01-01 14:55:45,3,208,30,10627,0,0,4,2024,1,1,14,55,45,0
1239,161,8,0,0,2024-01-02 15:10:39,2,249,191,1228,0,0,8,2024,1,2,15,10,39,0
1241,138,10,4,0,2024-01-01 23:51:03,2,237,78,8750,0,0,10,2024,1,1,23,51,3,0
1245,56,9,2,0,2024-01-01 00:54:32,2,168,195,16339,0,0,9,2024,1,1,0,54,32,0
1248,181,6,3,0,2024-01-03 00:55:41,1,153,60,3423,0,1,6,2024,1,3,0,55,41,0
1250,35,6,1,0,2024-01-03 11:15:09,2,271,95,9972,0,0,6,2024,1,3,11,15,9,0
1258,87,5,2,0,2024-01-01 01:29:31,2,280,20,16831,0,0,2,2024,1,1,1,29,31,0
1259,171,7,3,0,2024-01-01 14:37:00,2,246,19,9394,0,0,7,2024,1,1,14,37,0,0
1271,11,4,1,0,2024-01-01 16:01:07,2,141,109,18145,0,1,4,2024,1,1,16,1,7,0
1275,76,6,2,0,2024-01-01 00:10:55,2,284,199,11484,0,0,6,2024,1,1,0,10,55,0
1276,17,3,1,0,2024-01-02 00:05:41,2,128,93,14231,0,0,3,2024,1,2,0,5,41,0
1277,79,6,2,0,2024-01-01 14:16:05,2,281,29,18009,0,0,6,2024,1,1,14,16,5,0
1278,99,1,2,0,2024-01-01 01:42:57,2,137,98,7150,0,0,1,2024,1,1,1,42,57,0
1279,18,8,1,1,2024-01-03 06:10:03,3,251,165,12498,0,0,3,2024,1,3,6,10,3,0
1282,24,1,1,0,2024-01-02 21:45:06,3,175,141,10597,0,0,1,2024,1,2,21,45,6,0
1283,1,4,1,0,2024-01-01 20:13:30,2,232,187,6826,0,0,4,2024,1,1,20,13,30,0
1285,37,10,1,0,2024-01-01 12:33:43,2,217,59,18766,0,1,10,2024,1,1,12,33,43,0
1296,84,5,2,0,2024-01-01 09:39:41,3,141,111,15774,0,0,2,2024,1,1,9,39,41,0
1300,195,1,3,0,2024-01-02 16:55:13,2,199,141,76,0,1,1,2024,1,2,16,55,13,0
1301,37,6,1,0,2024-01-02 10:57:06,2,136,185,2363,0,1,6,2024,1,2,10,57,6,0
