ID,UserID,Department,UserRole,Connection,Timestamp,AccessLevel,AccessDuration,DeviceID,PatientID,IsAccessFail,IsSensitive,VisitDepartment,source,Year,Month,Day,Hour,Minute,Second
103868,36,7,1,0,2024-01-03 15:32:31+00:00,2,234,179,,0,0,7,cv,2024,1,3,15,32,31
32576,31,5,1,0,2024-01-01 04:39:38+00:00,2,230,18,,0,0,5,cv,2024,1,1,4,39,38
87310,199,1,3,0,2024-01-03 00:37:56+00:00,2,294,74,,0,0,1,cv,2024,1,3,0,37,56
28257,65,8,2,0,2024-01-01 12:14:41+00:00,2,149,36,,0,0,8,cv,2024,1,1,12,14,41
93173,16,2,1,1,2024-01-01 16:10:37+00:00,2,139,72,,0,0,2,cv,2024,1,1,16,10,37
73389,127,4,2,0,2024-01-03 04:56:57+00:00,3,190,91,,0,0,4,cv,2024,1,3,4,56,57
47397,193,5,3,1,2024-01-02 22:08:33+00:00,2,229,74,,0,1,5,cv,2024,1,2,22,8,33
43766,63,10,2,0,2024-01-03 06:11:54+00:00,2,157,15,,0,0,10,cv,2024,1,3,6,11,54
38372,161,10,0,0,2024-01-01 09:57:53+00:00,2,218,25,,0,0,10,cv,2024,1,1,9,57,53
42570,107,5,2,0,2024-01-03 12:20:00+00:00,1,225,181,,0,0,2,cv,2024,1,3,12,20,0
101383,119,3,2,0,2024-01-03 20:09:35+00:00,2,198,44,,0,0,3,cv,2024,1,3,20,9,35
85851,115,7,2,0,2024-01-01 09:51:32+00:00,2,284,179,,0,0,7,cv,2024,1,1,9,51,32
33818,135,6,4,0,2024-01-03 22:18:49+00:00,2,163,94,,0,0,6,cv,2024,1,3,22,18,49
10792,193,5,3,1,2024-01-01 20:44:02+00:00,2,204,4,,0,0,9,cv,2024,1,1,20,44,2
90853,71,7,2,0,2024-01-03 21:56:29+00:00,2,294,128,,0,0,7,cv,2024,1,3,21,56,29
459,6,1,1,0,2024-01-03 23:21:49+00:00,1,283,16,,0,0,1,cv,2024,1,3,23,21,49
1593,187,5,3,0,2024-01-01 02:38:41+00:00,2,128,137,,0,0,8,cv,2024,1,1,2,38,41
59239,7,1,1,0,2024-01-02 10:01:20+00:00,2,153,106,,0,1,1,cv,2024,1,2,10,1,20
93798,170,5,0,0,2024-01-03 10:04:35+00:00,2,285,192,,0,1,6,cv,2024,1,3,10,4,35
71636,135,8,4,0,2024-01-03 06:26:30+00:00,2,255,174,,0,0,5,cv,2024,1,3,6,26,30
37934,42,3,1,0,2024-01-03 17:31:37+00:00,1,146,56,,0,0,3,cv,2024,1,3,17,31,37
109407,104,3,2,0,2024-01-02 20:01:39+00:00,2,276,38,,0,0,3,cv,2024,1,2,20,1,39
78794,139,6,4,0,2024-01-03 05:43:11+00:00,2,228,168,,0,0,6,cv,2024,1,3,5,43,11
54087,120,4,2,0,2024-01-01 09:32:54+00:00,2,148,33,,0,0,4,cv,2024,1,1,9,32,54
102926,47,5,1,0,2024-01-02 14:34:38+00:00,2,201,151,,0,0,6,cv,2024,1,2,14,34,38
94927,51,8,2,0,2024-01-01 21:49:45+00:00,2,131,24,,0,0,10,cv,2024,1,1,21,49,45
40495,37,3,1,0,2024-01-02 10:53:07+00:00,2,243,97,,0,0,3,cv,2024,1,2,10,53,7
114675,167,10,0,0,2024-01-02 11:11:26+00:00,2,249,116,,0,0,10,cv,2024,1,2,11,11,26
58032,186,2,3,0,2024-01-01 17:24:16+00:00,1,171,60,,0,0,2,cv,2024,1,1,17,24,16
38995,135,2,4,0,2024-01-03 04:41:53+00:00,2,185,165,,0,0,2,cv,2024,1,3,4,41,53
366,72,6,2,0,2024-01-03 06:09:04+00:00,3,267,98,,0,0,6,cv,2024,1,3,6,9,4
71913,200,5,3,0,2024-01-01 15:58:13+00:00,3,254,130,,0,1,4,cv,2024,1,1,15,58,13
2807,39,10,1,0,2024-01-03 12:46:43+00:00,3,139,41,,0,0,10,cv,2024,1,3,12,46,43
101141,140,10,4,0,2024-01-02 09:53:47+00:00,2,223,49,,0,0,10,cv,2024,1,2,9,53,47
61691,125,4,2,0,2024-01-02 04:14:55+00:00,2,160,22,,0,0,4,cv,2024,1,2,4,14,55
25220,116,5,2,0,2024-01-02 13:25:00+00:00,2,183,155,,0,0,6,cv,2024,1,2,13,25,0
114924,133,5,4,0,2024-01-02 00:10:21+00:00,2,218,162,,0,0,2,cv,2024,1,2,0,10,21
29677,97,3,2,0,2024-01-03 16:32:26+00:00,3,161,101,,0,0,3,cv,2024,1,3,16,32,26
24762,197,9,3,0,2024-01-02 16:39:50+00:00,1,166,1,,0,0,9,cv,2024,1,2,16,39,50
36485,62,9,2,0,2024-01-02 02:07:32+00:00,2,247,58,,0,0,9,cv,2024,1,2,2,7,32
20448,91,6,2,0,2024-01-01 15:51:06+00:00,2,266,174,,0,0,6,cv,2024,1,1,15,51,6
29289,170,3,0,0,2024-01-01 17:01:09+00:00,2,255,140,,0,0,3,cv,2024,1,1,17,1,9
109568,184,5,3,0,2024-01-03 01:01:50+00:00,2,275,123,,0,0,2,cv,2024,1,3,1,1,50
37666,91,9,2,0,2024-01-01 13:47:54+00:00,2,281,89,,0,0,9,cv,2024,1,1,13,47,54
44834,32,2,1,0,2024-01-01 03:08:03+00:00,2,141,34,,0,0,2,cv,2024,1,1,3,8,3
110209,172,10,3,0,2024-01-01 23:05:42+00:00,0,246,151,,0,0,10,cv,2024,1,1,23,5,42
31080,86,8,2,0,2024-01-01 17:36:27+00:00,2,189,189,,0,0,8,cv,2024,1,1,17,36,27
75290,64,1,2,0,2024-01-03 14:57:55+00:00,3,263,104,,0,0,1,cv,2024,1,3,14,57,55
70882,42,4,1,0,2024-01-03 16:49:34+00:00,2,162,165,,0,0,4,cv,2024,1,3,16,49,34
80817,164,7,0,1,2024-01-02 11:24:56+00:00,1,272,26,,0,0,7,cv,2024,1,2,11,24,56
83161,5,5,1,0,2024-01-02 15:27:13+00:00,2,246,24,,0,0,5,cv,2024,1,2,15,27,13
89569,23,5,1,0,2024-01-01 23:03:02+00:00,2,269,41,,0,1,2,cv,2024,1,1,23,3,2
86464,50,10,1,0,2024-01-02 11:16:41+00:00,3,179,7,,0,0,10,cv,2024,1,2,11,16,41
53594,179,8,3,0,2024-01-02 23:52:09+00:00,2,178,71,,0,0,5,cv,2024,1,2,23,52,9
3702,162,8,0,0,2024-01-03 04:38:20+00:00,2,151,24,,0,0,3,cv,2024,1,3,4,38,20
37491,163,6,0,0,2024-01-02 04:52:10+00:00,2,254,67,,0,1,6,cv,2024,1,2,4,52,10
2457,2,5,1,0,2024-01-03 15:42:08+00:00,2,207,111,,0,1,7,cv,2024,1,3,15,42,8
30740,168,6,0,0,2024-01-01 22:16:07+00:00,2,202,39,,0,0,6,cv,2024,1,1,22,16,7
13736,163,1,0,0,2024-01-03 01:28:16+00:00,2,240,171,,0,0,1,cv,2024,1,3,1,28,16
72653,161,5,0,0,2024-01-02 14:50:41+00:00,2,146,16,,0,0,7,cv,2024,1,2,14,50,41
44387,197,8,3,0,2024-01-02 17:03:23+00:00,2,264,187,,0,0,5,cv,2024,1,2,17,3,23
24870,149,2,4,0,2024-01-03 22:23:07+00:00,2,168,9,,0,0,2,cv,2024,1,3,22,23,7
83199,98,6,2,0,2024-01-01 23:37:55+00:00,2,280,147,,0,0,6,cv,2024,1,1,23,37,55
109066,195,4,3,0,2024-01-01 14:48:52+00:00,0,160,46,,0,1,4,cv,2024,1,1,14,48,52
39214,166,5,0,0,2024-01-03 21:34:04+00:00,3,130,31,,0,1,1,cv,2024,1,3,21,34,4
112385,177,8,3,0,2024-01-02 12:05:34+00:00,2,130,44,,0,0,8,cv,2024,1,2,12,5,34
5810,49,6,1,0,2024-01-02 02:01:28+00:00,2,202,51,,0,1,6,cv,2024,1,2,2,1,28
15536,38,6,1,1,2024-01-01 04:13:55+00:00,0,155,124,,0,0,6,cv,2024,1,1,4,13,55
96036,136,1,4,0,2024-01-03 16:47:02+00:00,3,238,124,,0,0,1,cv,2024,1,3,16,47,2
26077,13,5,1,0,2024-01-03 11:21:24+00:00,2,228,98,,0,0,3,cv,2024,1,3,11,21,24
78873,181,10,3,0,2024-01-01 05:46:03+00:00,2,152,35,,0,0,10,cv,2024,1,1,5,46,3
36957,162,7,0,0,2024-01-02 23:22:45+00:00,1,143,50,,0,0,7,cv,2024,1,2,23,22,45
11134,122,2,2,0,2024-01-01 11:51:18+00:00,3,279,71,,0,0,2,cv,2024,1,1,11,51,18
1682,160,7,4,0,2024-01-01 15:00:02+00:00,1,229,22,,0,0,7,cv,2024,1,1,15,0,2
44921,140,6,4,0,2024-01-03 12:22:33+00:00,2,228,93,,0,0,6,cv,2024,1,3,12,22,33
94039,16,10,1,1,2024-01-02 10:04:43+00:00,2,284,7,,0,0,10,cv,2024,1,2,10,4,43
14620,46,9,1,0,2024-01-01 23:40:25+00:00,2,211,87,,0,0,9,cv,2024,1,1,23,40,25
54868,2,3,1,0,2024-01-01 10:32:27+00:00,2,253,111,,0,0,3,cv,2024,1,1,10,32,27
74230,198,8,3,0,2024-01-02 14:16:41+00:00,2,156,173,,0,0,8,cv,2024,1,2,14,16,41
82168,27,2,1,0,2024-01-03 15:55:59+00:00,2,168,148,,0,0,2,cv,2024,1,3,15,55,59
117538,6,5,1,0,2024-01-01 04:17:01+00:00,2,138,10,,0,1,2,cv,2024,1,1,4,17,1
35739,61,4,2,0,2024-01-01 10:26:36+00:00,2,124,105,,0,0,4,cv,2024,1,1,10,26,36
83454,53,4,2,0,2024-01-03 04:30:19+00:00,3,275,76,,0,0,4,cv,2024,1,3,4,30,19
83476,114,10,2,0,2024-01-03 06:01:41+00:00,2,248,129,,0,0,10,cv,2024,1,3,6,1,41
45503,106,8,2,0,2024-01-02 02:32:02+00:00,2,194,68,,0,0,6,cv,2024,1,2,2,32,2
23507,188,3,3,0,2024-01-01 21:38:24+00:00,3,235,71,,0,1,3,cv,2024,1,1,21,38,24
26108,49,10,1,0,2024-01-01 05:36:13+00:00,2,217,114,,0,0,10,cv,2024,1,1,5,36,13
32744,160,6,4,0,2024-01-01 17:10:36+00:00,2,256,122,,0,0,6,cv,2024,1,1,17,10,36
88596,128,5,2,0,2024-01-01 16:09:46+00:00,3,216,59,,0,0,5,cv,2024,1,1,16,9,46
839,50,3,1,0,2024-01-01 16:16:41+00:00,2,126,43,,0,0,3,cv,2024,1,1,16,16,41
9143,113,1,2,0,2024-01-03 15:23:23+00:00,3,298,28,,0,0,1,cv,2024,1,3,15,23,23
25777,96,2,2,0,2024-01-02 21:19:19+00:00,2,247,182,,0,0,2,cv,2024,1,2,21,19,19
12020,9,8,1,0,2024-01-02 02:18:55+00:00,2,171,188,,0,0,3,cv,2024,1,2,2,18,55
89012,136,8,4,0,2024-01-01 17:05:57+00:00,2,188,56,,0,0,8,cv,2024,1,1,17,5,57
52270,77,6,2,0,2024-01-03 17:41:06+00:00,1,267,136,,0,0,6,cv,2024,1,3,17,41,6
119039,140,5,4,0,2024-01-02 17:41:45+00:00,1,291,64,,0,0,8,cv,2024,1,2,17,41,45
40137,113,8,2,0,2024-01-01 16:16:46+00:00,2,188,1,,0,0,4,cv,2024,1,1,16,16,46
98978,172,4,3,0,2024-01-01 21:43:49+00:00,3,225,12,,0,0,4,cv,2024,1,1,21,43,49
12090,150,6,4,0,2024-01-03 04:17:28+00:00,3,132,51,,0,0,6,cv,2024,1,3,4,17,28
72088,169,9,0,0,2024-01-02 03:07:15+00:00,2,219,23,,0,0,9,cv,2024,1,2,3,7,15
92620,74,7,2,0,2024-01-03 22:44:56+00:00,2,127,78,,0,0,7,cv,2024,1,3,22,44,56
78325,44,10,1,0,2024-01-03 04:37:01+00:00,2,199,181,,0,0,10,cv,2024,1,3,4,37,1
26931,185,8,3,0,2024-01-02 00:02:11+00:00,1,148,79,,0,0,8,cv,2024,1,2,0,2,11
3631,110,8,2,0,2024-01-01 13:40:32+00:00,2,245,64,,0,0,8,cv,2024,1,1,13,40,32
27834,84,7,2,0,2024-01-01 11:42:24+00:00,2,229,11,,0,0,7,cv,2024,1,1,11,42,24
106660,95,8,2,0,2024-01-02 10:30:03+00:00,2,293,160,,0,0,8,cv,2024,1,2,10,30,3
1103,137,5,4,0,2024-01-02 00:28:23+00:00,2,215,77,,0,0,5,cv,2024,1,2,0,28,23
627,66,2,2,0,2024-01-03 06:46:15+00:00,2,207,46,,0,0,2,cv,2024,1,3,6,46,15
90581,165,8,0,0,2024-01-01 17:58:05+00:00,0,167,43,,0,1,8,cv,2024,1,1,17,58,5
43153,194,8,3,0,2024-01-02 20:17:48+00:00,1,288,15,,0,0,8,cv,2024,1,2,20,17,48
40977,36,8,1,0,2024-01-01 11:37:05+00:00,2,121,200,,0,0,2,cv,2024,1,1,11,37,5
93220,164,5,0,1,2024-01-03 12:42:28+00:00,2,281,119,,0,0,5,cv,2024,1,3,12,42,28
59240,104,5,2,0,2024-01-02 20:37:19+00:00,2,239,9,,0,0,5,cv,2024,1,2,20,37,19
21107,149,3,4,0,2024-01-02 22:24:42+00:00,2,205,186,,0,0,3,cv,2024,1,2,22,24,42
90334,197,5,3,0,2024-01-01 12:44:18+00:00,2,145,184,,0,1,1,cv,2024,1,1,12,44,18
51317,104,7,2,0,2024-01-03 23:30:31+00:00,2,266,56,,0,0,7,cv,2024,1,3,23,30,31
27113,56,5,2,0,2024-01-02 21:53:33+00:00,2,209,13,,0,0,10,cv,2024,1,2,21,53,33
110131,46,2,1,0,2024-01-01 20:46:08+00:00,2,194,48,,0,0,2,cv,2024,1,1,20,46,8
111045,26,5,1,0,2024-01-02 15:52:18+00:00,0,252,69,,0,0,1,cv,2024,1,2,15,52,18
72060,150,10,4,0,2024-01-03 06:30:39+00:00,1,175,109,,0,0,10,cv,2024,1,3,6,30,39
71075,114,7,2,0,2024-01-03 00:16:34+00:00,3,263,31,,0,0,7,cv,2024,1,3,0,16,34
14953,3,2,1,0,2024-01-03 09:20:04+00:00,2,202,90,,0,0,2,cv,2024,1,3,9,20,4
22523,32,3,1,0,2024-01-02 21:55:33+00:00,2,209,73,,0,0,3,cv,2024,1,2,21,55,33
15751,66,3,2,0,2024-01-01 05:52:25+00:00,1,181,130,,0,0,3,cv,2024,1,1,5,52,25
61119,29,9,1,0,2024-01-02 04:44:19+00:00,2,205,51,,0,1,9,cv,2024,1,2,4,44,19
73439,61,6,2,0,2024-01-03 16:11:22+00:00,3,247,135,,0,0,6,cv,2024,1,3,16,11,22
98071,48,1,1,0,2024-01-03 13:04:45+00:00,2,177,192,,0,0,1,cv,2024,1,3,13,4,45
91380,171,9,3,0,2024-01-01 11:04:08+00:00,3,278,67,,0,0,9,cv,2024,1,1,11,4,8
108103,52,5,2,0,2024-01-02 05:11:18+00:00,1,296,6,,0,0,5,cv,2024,1,2,5,11,18
