ID,UserID,Department,UserRole,Connection,Timestamp,AccessLevel,AccessDuration,DeviceID,PatientID,IsAccessFail,IsSensitive,VisitDepartment,Year,Month,Day,Hour,Minute,Second,lstm_anomaly
54608,23,5,1,0,2024-01-03 04:03:39,1,284,96,1349,0,1,1,2024,1,3,4,3,39,False
46041,84,3,2,0,2024-01-01 14:52:30,0,230,13,16835,0,0,3,2024,1,1,14,52,30,False
78294,16,5,1,1,2024-01-01 14:28:47,2,252,16,12644,0,1,7,2024,1,1,14,28,47,False
22964,23,10,1,0,2024-01-02 00:55:03,3,225,133,8614,0,0,10,2024,1,2,0,55,3,False
90832,133,5,4,0,2024-01-02 04:46:30,2,197,17,13259,0,0,5,2024,1,2,4,46,30,False
84474,95,6,2,0,2024-01-03 14:59:56,2,243,82,5667,0,0,6,2024,1,3,14,59,56,False
59029,38,4,1,1,2024-01-03 14:35:18,3,221,107,7325,0,0,4,2024,1,3,14,35,18,False
114537,138,3,4,0,2024-01-02 03:47:23,2,256,120,4553,0,0,3,2024,1,2,3,47,23,False
105711,133,2,4,0,2024-01-01 22:10:42,2,204,52,11152,0,0,2,2024,1,1,22,10,42,False
65829,138,5,4,0,2024-01-02 03:47:23,2,163,69,10897,0,0,1,2024,1,2,3,47,23,False
43960,111,4,2,0,2024-01-03 12:37:55,2,203,133,19312,0,0,4,2024,1,3,12,37,55,False
43942,66,1,2,0,2024-01-01 01:36:21,2,229,3,1612,0,0,1,2024,1,1,1,36,21,False
57292,164,2,0,1,2024-01-03 09:52:26,2,146,151,1175,0,1,2,2024,1,3,9,52,26,False
40976,38,9,1,1,2024-01-02 09:21:57,3,206,73,2367,0,1,9,2024,1,2,9,21,57,False
16438,160,7,4,0,2024-01-03 09:21:18,0,209,35,16193,0,0,7,2024,1,3,9,21,18,False
106198,84,8,2,0,2024-01-01 16:05:37,1,154,98,1096,0,0,8,2024,1,1,16,5,37,False
107107,164,10,0,1,2024-01-02 13:22:04,0,145,3,18220,0,0,10,2024,1,2,13,22,4,False
50268,23,8,1,0,2024-01-01 06:08:37,2,199,181,6300,0,0,8,2024,1,1,6,8,37,False
95589,138,8,4,0,2024-01-02 03:47:23,2,245,158,18658,0,0,8,2024,1,2,3,47,23,False
26285,160,3,4,0,2024-01-01 11:32:37,2,172,109,10406,0,0,3,2024,1,1,11,32,37,False
11402,66,2,2,0,2024-01-02 20:53:02,2,123,138,7474,0,0,2,2024,1,2,20,53,2,False
53979,84,8,2,0,2024-01-03 14:30:28,2,211,73,13382,0,0,4,2024,1,3,14,30,28,False
33794,151,5,4,1,2024-01-02 20:37:20,2,132,61,3988,0,0,10,2024,1,2,20,37,20,False
102114,151,4,4,1,2024-01-02 23:26:51,2,198,98,19591,0,0,4,2024,1,2,23,26,51,False
65545,84,8,2,0,2024-01-03 16:52:08,2,168,186,5728,0,0,8,2024,1,3,16,52,8,False
102963,45,8,1,0,2024-01-01 00:32:06,2,279,88,5212,0,1,8,2024,1,1,0,32,6,False
63288,163,5,0,0,2024-01-03 01:59:05,2,292,147,8195,0,0,2,2024,1,3,1,59,5,False
53152,84,2,2,0,2024-01-01 16:56:18,1,259,88,8624,0,0,2,2024,1,1,16,56,18,False
79701,133,7,4,0,2024-01-03 04:55:26,2,180,32,5510,0,0,7,2024,1,3,4,55,26,False
44168,111,10,2,0,2024-01-01 15:59:21,0,202,20,15569,0,0,10,2024,1,1,15,59,21,False
60588,164,9,0,1,2024-01-01 14:38:05,2,133,66,13068,0,1,9,2024,1,1,14,38,5,False
55340,163,1,0,0,2024-01-01 20:36:02,2,141,197,19840,0,0,1,2024,1,1,20,36,2,False
104703,133,6,4,0,2024-01-02 20:28:08,2,153,51,13412,0,0,6,2024,1,2,20,28,8,False
110930,163,5,0,0,2024-01-01 02:22:22,2,268,37,12722,0,0,5,2024,1,1,2,22,22,False
110097,163,3,0,0,2024-01-03 02:46:11,3,293,70,2566,0,1,3,2024,1,3,2,46,11,False
116146,164,10,0,1,2024-01-03 17:09:19,2,254,189,14387,0,0,10,2024,1,3,17,9,19,False
57808,133,8,4,0,2024-01-02 06:10:04,2,262,55,4315,0,0,1,2024,1,2,6,10,4,False
62265,16,5,1,1,2024-01-02 15:35:45,3,198,102,18138,0,0,9,2024,1,2,15,35,45,False
874,111,1,2,0,2024-01-02 17:17:59,2,253,86,16498,0,0,1,2024,1,2,17,17,59,False
14367,45,3,1,0,2024-01-02 00:42:52,2,251,30,18986,0,0,3,2024,1,2,0,42,52,False
70845,164,8,0,1,2024-01-02 11:17:35,2,135,81,416,0,0,1,2024,1,2,11,17,35,False
50957,138,5,4,0,2024-01-02 03:47:23,2,281,126,1418,0,0,3,2024,1,2,3,47,23,False
14452,138,5,4,0,2024-01-02 03:47:23,2,200,143,2041,0,0,5,2024,1,2,3,47,23,False
70788,147,8,4,0,2024-01-01 13:14:18,2,262,38,7243,0,0,8,2024,1,1,13,14,18,False
59942,193,4,3,1,2024-01-01 23:52:36,2,237,180,17816,0,0,4,2024,1,1,23,52,36,False
85542,193,7,3,1,2024-01-03 06:26:38,2,289,131,1688,0,0,7,2024,1,3,6,26,38,False
50606,133,3,4,0,2024-01-03 02:59:40,2,180,138,15743,0,0,3,2024,1,3,2,59,40,False
53593,160,6,4,0,2024-01-02 11:43:18,3,266,76,19507,0,0,6,2024,1,2,11,43,18,False
50302,147,7,4,0,2024-01-01 11:42:36,2,120,132,16001,0,0,7,2024,1,1,11,42,36,False
32848,151,8,4,1,2024-01-01 22:54:08,1,291,81,12412,0,0,9,2024,1,1,22,54,8,False
96562,38,5,1,1,2024-01-01 16:21:11,2,242,83,14631,0,0,3,2024,1,1,16,21,11,False
64596,147,5,4,0,2024-01-02 14:56:25,2,164,79,6485,0,0,5,2024,1,2,14,56,25,False
39404,151,7,4,1,2024-01-03 22:31:10,2,284,41,2204,0,0,7,2024,1,3,22,31,10,False
90987,151,2,4,1,2024-01-01 05:23:05,2,238,124,11007,0,0,2,2024,1,1,5,23,5,False
45762,138,3,4,0,2024-01-02 03:47:23,2,140,17,14812,0,0,3,2024,1,2,3,47,23,False
101977,193,8,3,1,2024-01-02 21:48:18,1,191,5,14257,0,0,8,2024,1,2,21,48,18,False
75195,147,8,4,0,2024-01-02 15:09:42,2,259,174,8669,0,0,7,2024,1,2,15,9,42,False
28794,147,2,4,0,2024-01-02 17:12:28,2,236,15,11413,0,0,2,2024,1,2,17,12,28,False
67440,133,9,4,0,2024-01-02 04:43:11,3,236,122,16913,0,0,9,2024,1,2,4,43,11,False
2559,164,2,0,1,2024-01-01 10:03:06,2,158,192,14789,0,0,2,2024,1,1,10,3,6,False
110925,111,7,2,0,2024-01-01 11:34:21,3,282,92,17635,0,0,7,2024,1,1,11,34,21,False
60725,23,10,1,0,2024-01-01 03:50:50,2,224,144,9633,0,0,10,2024,1,1,3,50,50,False
98779,23,5,1,0,2024-01-02 02:18:49,3,140,39,13941,0,0,5,2024,1,2,2,18,49,False
91123,160,7,4,0,2024-01-03 12:19:31,2,210,123,17635,0,0,7,2024,1,3,12,19,31,False
117589,84,8,2,0,2024-01-02 17:14:16,3,202,116,3730,0,0,8,2024,1,2,17,14,16,False
33470,164,5,0,1,2024-01-01 16:41:35,2,219,114,2336,0,0,4,2024,1,1,16,41,35,False
56846,66,8,2,0,2024-01-01 03:29:34,2,209,183,272,0,0,7,2024,1,1,3,29,34,True
90834,160,10,4,0,2024-01-03 16:41:17,3,185,51,16969,0,0,10,2024,1,3,16,41,17,False
63811,163,10,0,0,2024-01-02 02:27:56,2,171,119,10837,0,0,10,2024,1,2,2,27,56,False
72626,16,3,1,1,2024-01-03 10:22:48,2,133,12,7878,0,0,3,2024,1,3,10,22,48,False
83044,163,9,0,0,2024-01-01 04:57:47,2,223,85,10741,0,0,9,2024,1,1,4,57,47,False
25043,147,5,4,0,2024-01-01 09:46:22,2,132,94,17343,0,0,5,2024,1,1,9,46,22,False
67251,147,8,4,0,2024-01-02 13:08:15,2,230,53,15136,0,0,8,2024,1,2,13,8,15,False
55587,163,4,0,0,2024-01-02 00:05:55,2,272,11,2946,0,0,4,2024,1,2,0,5,55,False
103094,147,3,4,0,2024-01-02 17:08:53,2,245,16,1852,0,0,3,2024,1,2,17,8,53,False
80820,66,3,2,0,2024-01-03 00:54:28,1,223,39,1320,0,0,3,2024,1,3,0,54,28,False
92027,164,8,0,1,2024-01-02 13:19:56,1,146,160,8856,0,0,3,2024,1,2,13,19,56,False
105871,84,1,2,0,2024-01-01 11:51:15,2,153,20,18294,0,0,1,2024,1,1,11,51,15,False
63015,164,10,0,1,2024-01-01 12:41:15,2,143,66,5118,0,0,10,2024,1,1,12,41,15,False
55948,38,6,1,1,2024-01-02 16:26:14,2,190,60,14825,0,0,6,2024,1,2,16,26,14,False
77238,66,8,2,0,2024-01-01 22:49:05,2,232,182,15868,0,0,8,2024,1,1,22,49,5,True
88052,193,9,3,1,2024-01-03 00:23:43,2,206,48,14297,0,1,9,2024,1,3,0,23,43,False
20118,95,7,2,0,2024-01-02 13:02:51,2,266,150,7896,0,0,7,2024,1,2,13,2,51,False
76656,84,5,2,0,2024-01-03 09:34:32,2,277,84,7832,0,0,7,2024,1,3,9,34,32,False
110441,111,5,2,0,2024-01-02 10:41:53,1,163,174,11354,0,0,5,2024,1,2,10,41,53,True
70367,164,10,0,1,2024-01-03 09:11:07,2,254,133,11545,0,0,10,2024,1,3,9,11,7,False
31691,193,4,3,1,2024-01-02 06:34:05,2,183,52,13536,0,0,4,2024,1,2,6,34,5,False
99492,66,10,2,0,2024-01-01 00:23:07,2,125,108,6874,0,0,10,2024,1,1,0,23,7,False
69164,160,2,4,0,2024-01-02 09:55:22,2,172,25,678,0,0,2,2024,1,2,9,55,22,False
73541,23,8,1,0,2024-01-02 22:46:35,2,204,138,16405,0,1,7,2024,1,2,22,46,35,False
61009,147,8,4,0,2024-01-02 16:04:10,2,292,53,8933,1,0,8,2024,1,2,16,4,10,False
41841,160,7,4,0,2024-01-02 10:58:34,2,274,20,14383,0,0,7,2024,1,2,10,58,34,False
19357,45,8,1,0,2024-01-03 02:05:42,3,147,165,6956,0,0,4,2024,1,3,2,5,42,False
48113,38,10,1,1,2024-01-02 10:49:20,0,201,156,14445,0,0,10,2024,1,2,10,49,20,False
90536,111,8,2,0,2024-01-03 11:51:01,2,233,115,4847,0,0,8,2024,1,3,11,51,1,False
82226,147,8,4,0,2024-01-02 14:02:16,2,255,48,7041,0,0,2,2024,1,2,14,2,16,False
33958,163,5,0,0,2024-01-02 00:47:39,2,293,8,5325,0,0,1,2024,1,2,0,47,39,False
95104,163,4,0,0,2024-01-03 00:22:08,2,216,39,17353,0,0,4,2024,1,3,0,22,8,False
114826,151,8,4,1,2024-01-01 21:45:44,2,248,139,5431,0,0,8,2024,1,1,21,45,44,False
85882,163,2,0,0,2024-01-01 23:59:44,1,156,165,2943,0,0,2,2024,1,1,23,59,44,False
40580,133,1,4,0,2024-01-02 05:04:53,2,186,140,7237,0,0,1,2024,1,2,5,4,53,False
2396,45,5,1,0,2024-01-01 04:13:55,2,214,159,19053,0,0,5,2024,1,1,4,13,55,False
10502,66,1,2,0,2024-01-02 03:21:51,3,268,150,14475,0,0,1,2024,1,2,3,21,51,False
76847,95,4,2,0,2024-01-03 16:28:33,0,153,192,16801,0,0,4,2024,1,3,16,28,33,False
1498,193,8,3,1,2024-01-02 01:10:40,1,157,46,19572,0,1,1,2024,1,2,1,10,40,False
56693,164,6,0,1,2024-01-03 17:13:03,2,250,109,1276,0,0,6,2024,1,3,17,13,3,False
63890,160,8,4,0,2024-01-03 10:55:28,0,237,195,17404,0,0,6,2024,1,3,10,55,28,False
43280,164,8,0,1,2024-01-03 11:10:58,1,214,66,10909,0,1,7,2024,1,3,11,10,58,False
74068,147,7,4,0,2024-01-02 11:13:46,2,207,84,13594,0,0,7,2024,1,2,11,13,46,False
59152,66,2,2,0,2024-01-02 22:00:30,2,200,179,4217,0,0,2,2024,1,2,22,0,30,False
92636,151,8,4,1,2024-01-03 03:26:20,1,125,198,2103,1,0,8,2024,1,3,3,26,20,False
26147,151,5,4,1,2024-01-01 03:39:49,2,248,86,3778,0,0,5,2024,1,1,3,39,49,False
29681,193,6,3,1,2024-01-01 22:58:01,2,192,194,15854,0,0,6,2024,1,1,22,58,1,False
54978,151,2,4,1,2024-01-03 21:23:26,2,251,106,10067,0,0,2,2024,1,3,21,23,26,False
116787,111,8,2,0,2024-01-03 12:23:50,2,274,91,5653,0,0,8,2024,1,3,12,23,50,False
80718,138,6,4,0,2024-01-02 03:47:23,2,179,162,17719,0,0,6,2024,1,2,3,47,23,False
31333,45,10,1,0,2024-01-02 21:19:22,2,286,54,9541,0,0,10,2024,1,2,21,19,22,False
112952,163,9,0,0,2024-01-03 06:32:37,3,122,27,4390,0,0,9,2024,1,3,6,32,37,False
18648,16,1,1,1,2024-01-01 14:08:46,2,181,50,6214,0,0,1,2024,1,1,14,8,46,False
91218,23,7,1,0,2024-01-02 00:53:08,2,273,196,19180,0,0,7,2024,1,2,0,53,8,False
74643,84,5,2,0,2024-01-01 10:19:12,2,124,179,2251,0,0,6,2024,1,1,10,19,12,False
18473,23,1,1,0,2024-01-02 21:20:07,2,254,36,9091,0,0,1,2024,1,2,21,20,7,False
36142,95,3,2,0,2024-01-02 14:10:43,2,145,71,3698,0,0,3,2024,1,2,14,10,43,False
1472,23,8,1,0,2024-01-03 05:12:51,2,140,15,13330,0,1,2,2024,1,3,5,12,51,False
81814,66,9,2,0,2024-01-01 20:51:20,2,230,199,13624,0,0,9,2024,1,1,20,51,20,False
32332,23,7,1,0,2024-01-02 21:46:13,2,194,51,2474,0,0,7,2024,1,2,21,46,13,False
60699,151,5,4,1,2024-01-03 00:48:07,2,283,57,5290,0,0,5,2024,1,3,0,48,7,True
166,16,1,1,1,2024-01-01 14:57:34,2,166,195,1664,0,0,1,2024,1,1,14,57,34,True
75281,193,9,3,1,2024-01-02 01:36:20,2,287,172,6146,0,0,9,2024,1,2,1,36,20,False
32228,133,9,4,0,2024-01-02 23:22:39,2,266,127,18083,0,0,9,2024,1,2,23,22,39,False
20272,66,9,2,0,2024-01-02 03:35:52,2,257,61,4129,0,0,9,2024,1,2,3,35,52,True
19093,111,3,2,0,2024-01-03 16:44:23,2,266,116,4617,0,0,3,2024,1,3,16,44,23,True
59460,138,5,4,0,2024-01-02 03:47:23,2,294,141,19639,0,0,2,2024,1,2,3,47,23,False
99604,164,4,0,1,2024-01-03 12:36:32,2,245,195,16388,0,0,4,2024,1,3,12,36,32,False
32772,160,9,4,0,2024-01-02 12:37:24,3,244,113,17423,0,0,9,2024,1,2,12,37,24,False
38028,45,10,1,0,2024-01-01 01:10:02,2,286,127,19439,0,0,10,2024,1,1,1,10,2,True
62564,45,8,1,0,2024-01-01 21:15:28,2,207,160,13738,0,0,8,2024,1,1,21,15,28,True
86791,147,8,4,0,2024-01-02 11:43:04,2,133,122,16425,0,0,9,2024,1,2,11,43,4,True
85716,16,6,1,1,2024-01-02 14:25:32,2,172,135,8528,0,0,6,2024,1,2,14,25,32,True
1822,45,4,1,0,2024-01-02 23:17:25,2,288,46,12574,0,0,4,2024,1,2,23,17,25,False
107209,133,2,4,0,2024-01-01 02:39:46,2,157,133,14661,0,0,2,2024,1,1,2,39,46,False
11936,164,7,0,1,2024-01-03 16:25:11,2,285,195,10811,0,0,7,2024,1,3,16,25,11,False
82516,138,6,4,0,2024-01-02 03:47:23,1,263,145,6858,0,0,6,2024,1,2,3,47,23,False
87162,45,8,1,0,2024-01-03 20:34:22,1,244,193,11506,0,0,8,2024,1,3,20,34,22,False
29787,84,8,2,0,2024-01-02 13:49:38,1,231,183,4602,0,0,8,2024,1,2,13,49,38,False
107703,133,6,4,0,2024-01-03 00:46:54,2,207,123,2395,0,0,6,2024,1,3,0,46,54,False
95554,38,9,1,1,2024-01-01 04:13:55,2,245,176,19053,0,0,9,2024,1,1,4,13,55,False
93750,38,1,1,1,2024-01-01 12:20:56,2,246,111,11789,0,0,1,2024,1,1,12,20,56,False
84481,16,7,1,1,2024-01-01 09:58:09,3,292,57,16869,0,0,7,2024,1,1,9,58,9,False
28894,193,7,3,1,2024-01-01 03:49:36,2,189,153,15694,0,0,7,2024,1,1,3,49,36,False
98174,163,9,0,0,2024-01-01 21:43:25,2,275,57,15428,0,1,9,2024,1,1,21,43,25,False
73352,133,10,4,0,2024-01-02 06:27:44,2,144,181,8981,0,0,10,2024,1,2,6,27,44,False
37006,95,1,2,0,2024-01-01 15:12:49,2,297,161,17392,0,0,1,2024,1,1,15,12,49,False
103030,164,3,0,1,2024-01-02 16:26:06,2,255,103,5146,1,1,3,2024,1,2,16,26,6,False
53669,163,9,0,0,2024-01-01 21:47:16,2,243,186,2214,0,0,9,2024,1,1,21,47,16,False
73262,95,3,2,0,2024-01-03 12:49:52,2,252,61,4357,0,0,3,2024,1,3,12,49,52,False
3472,147,8,4,0,2024-01-03 15:51:23,0,162,162,8287,0,0,8,2024,1,3,15,51,23,False
35872,95,4,2,0,2024-01-03 15:00:39,2,265,2,13833,0,0,4,2024,1,3,15,0,39,False
95565,66,2,2,0,2024-01-02 03:10:04,2,154,187,19686,0,0,2,2024,1,2,3,10,4,False
58833,16,5,1,1,2024-01-03 17:51:30,1,191,117,9981,0,0,5,2024,1,3,17,51,30,False
82411,95,2,2,0,2024-01-03 12:25:57,2,287,101,4170,0,0,2,2024,1,3,12,25,57,False
78252,38,8,1,1,2024-01-01 04:13:55,2,214,80,19053,0,0,8,2024,1,1,4,13,55,False
32599,95,5,2,0,2024-01-01 09:26:33,1,139,43,12503,0,0,2,2024,1,1,9,26,33,False
23463,151,5,4,1,2024-01-01 23:48:08,2,292,104,13511,0,0,7,2024,1,1,23,48,8,False
90812,111,9,2,0,2024-01-03 09:46:23,2,265,71,7563,0,0,9,2024,1,3,9,46,23,False
23548,66,6,2,0,2024-01-02 21:05:58,2,271,157,10063,0,0,6,2024,1,2,21,5,58,False
36891,66,5,2,0,2024-01-02 02:39:46,2,163,174,6329,0,0,5,2024,1,2,2,39,46,False
64656,151,3,4,1,2024-01-02 02:33:32,1,160,50,18948,0,0,3,2024,1,2,2,33,32,False
